Indicator NO.,Grading,Domain,Country,Score,Region,Layer
3,1,Media,Paraguay,0,Latin America,exposure
3,1,Media,Chile,3,Latin America,exposure
3,1,Media,Colombia,1,Latin America,exposure
3,1,Media,Mexico,3,Latin America,exposure
3,1,Media,Peru,4,Latin America,exposure
3,1,Media,Venezuela,3,Latin America,exposure
3,1,Media,South Korea,4,East Asia,exposure
3,1,Media,Japan,0,East Asia,exposure
3,1,Media,Vietnam,0,Southeast & South Asia,exposure
3,1,Media,United States,0,North America,exposure
3,1,Media,Canada,4,North America,exposure
3,1,Media,Philippines,,Southeast & South Asia,exposure
3,1,Media,Thailand,2,Southeast & South Asia,exposure
3,1,Media,Cambodia,3,Southeast & South Asia,exposure
3,1,Media,Malaysia,2,Southeast & South Asia,exposure
3,1,Media,Germany,3,Europe,exposure
3,1,Media,Estonia,0,Europe,exposure
3,1,Media,Czech Republic,0,Europe,exposure
3,1,Media,Bosnia and Herzegovina,0,Europe,exposure
3,1,Media,Poland,0,Europe,exposure
4,1,Media,Taiwan,2,East Asia,exposure
4,1,Media,Australia,3,Pacific,exposure
4,1,Media,New Zealand,1,Pacific,exposure
4,1,Media,Indonesia,0,Southeast & South Asia,exposure
4,1,Media,Singapore,4,Southeast & South Asia,exposure
4,1,Media,Georgia,4,Central Asia & South Caucasus,exposure
4,1,Media,Kyrgyzstan,1,Central Asia & South Caucasus,exposure
4,1,Media,Kazakhstan,3,Central Asia & South Caucasus,exposure
4,1,Media,Armenia,0,Central Asia & South Caucasus,exposure
4,1,Media,Tajikistan,0,Central Asia & South Caucasus,exposure
4,1,Media,Ethiopia,0,Africa,exposure
4,1,Media,Kenya,3,Africa,exposure
4,1,Media,Brazil,0,Latin America,exposure
4,1,Media,Bolívia,3,Latin America,exposure
4,1,Media,Argentina,1,Latin America,exposure
4,1,Media,Uruguay,1,Latin America,exposure
4,1,Media,Paraguay,0,Latin America,exposure
4,1,Media,Chile,,Latin America,exposure
4,1,Media,Colombia,0,Latin America,exposure
4,1,Media,Mexico,0,Latin America,exposure
4,1,Media,Peru,4,Latin America,exposure
4,1,Media,Venezuela,3,Latin America,exposure
4,1,Media,South Korea,4,East Asia,exposure
4,1,Media,Japan,,East Asia,exposure
4,1,Media,Vietnam,0,Southeast & South Asia,exposure
4,1,Media,United States,1,North America,exposure
4,1,Media,Canada,0,North America,exposure
4,1,Media,Philippines,4,Southeast & South Asia,exposure
4,1,Media,Thailand,3,Southeast & South Asia,exposure
4,1,Media,Cambodia,4,Southeast & South Asia,exposure
4,1,Media,Malaysia,3,Southeast & South Asia,exposure
4,1,Media,Germany,1,Europe,exposure
4,1,Media,Estonia,0,Europe,exposure
4,1,Media,Czech Republic,0,Europe,exposure
4,1,Media,Bosnia and Herzegovina,0,Europe,exposure
4,1,Media,Poland,0,Europe,exposure
5,1,Media,Taiwan,4,East Asia,exposure
5,1,Media,Australia,3,Pacific,exposure
5,1,Media,New Zealand,3,Pacific,exposure
5,1,Media,Indonesia,1,Southeast & South Asia,exposure
5,1,Media,Singapore,4,Southeast & South Asia,exposure
5,1,Media,Georgia,0,Central Asia & South Caucasus,exposure
5,1,Media,Kyrgyzstan,2,Central Asia & South Caucasus,exposure
5,1,Media,Kazakhstan,0,Central Asia & South Caucasus,exposure
5,1,Media,Armenia,0,Central Asia & South Caucasus,exposure
5,1,Media,Tajikistan,0,Central Asia & South Caucasus,exposure
5,1,Media,Ethiopia,0,Africa,exposure
5,1,Media,Kenya,3,Africa,exposure
5,1,Media,Brazil,1,Latin America,exposure
5,1,Media,Bolívia,1,Latin America,exposure
5,1,Media,Argentina,3,Latin America,exposure
5,1,Media,Uruguay,0,Latin America,exposure
5,1,Media,Paraguay,0,Latin America,exposure
5,1,Media,Chile,3,Latin America,exposure
5,1,Media,Colombia,1,Latin America,exposure
5,1,Media,Mexico,3,Latin America,exposure
5,1,Media,Peru,4,Latin America,exposure
5,1,Media,Venezuela,3,Latin America,exposure
5,1,Media,South Korea,2,East Asia,exposure
5,1,Media,Japan,1,East Asia,exposure
5,1,Media,Vietnam,0,Southeast & South Asia,exposure
5,1,Media,United States,2,North America,exposure
5,1,Media,Canada,4,North America,exposure
5,1,Media,Philippines,3,Southeast & South Asia,exposure
5,1,Media,Thailand,3,Southeast & South Asia,exposure
5,1,Media,Cambodia,3,Southeast & South Asia,exposure
5,1,Media,Malaysia,3,Southeast & South Asia,exposure
5,1,Media,Germany,3,Europe,exposure
5,1,Media,Estonia,1,Europe,exposure
5,1,Media,Czech Republic,1,Europe,exposure
5,1,Media,Bosnia and Herzegovina,4,Europe,exposure
5,1,Media,Poland,1,Europe,exposure
6,1,Media,Taiwan,3,East Asia,exposure
6,1,Media,Australia,2,Pacific,exposure
6,1,Media,New Zealand,3,Pacific,exposure
6,1,Media,Indonesia,1,Southeast & South Asia,exposure
6,1,Media,Singapore,0,Southeast & South Asia,exposure
6,1,Media,Georgia,3,Central Asia & South Caucasus,exposure
6,1,Media,Kyrgyzstan,1,Central Asia & South Caucasus,exposure
6,1,Media,Kazakhstan,,Central Asia & South Caucasus,exposure
6,1,Media,Armenia,0,Central Asia & South Caucasus,exposure
6,1,Media,Tajikistan,0,Central Asia & South Caucasus,exposure
6,1,Media,Ethiopia,0,Africa,exposure
6,1,Media,Kenya,3,Africa,exposure
6,1,Media,Brazil,0,Latin America,exposure
6,1,Media,Bolívia,0,Latin America,exposure
6,1,Media,Argentina,0,Latin America,exposure
6,1,Media,Uruguay,0,Latin America,exposure
6,1,Media,Paraguay,0,Latin America,exposure
6,1,Media,Chile,1,Latin America,exposure
6,1,Media,Colombia,0,Latin America,exposure
6,1,Media,Mexico,1,Latin America,exposure
6,1,Media,Peru,3,Latin America,exposure
6,1,Media,Venezuela,0,Latin America,exposure
6,1,Media,South Korea,0,East Asia,exposure
6,1,Media,Japan,2,East Asia,exposure
6,1,Media,Vietnam,1,Southeast & South Asia,exposure
6,1,Media,United States,1,North America,exposure
6,1,Media,Canada,1,North America,exposure
6,1,Media,Philippines,0,Southeast & South Asia,exposure
6,1,Media,Thailand,3,Southeast & South Asia,exposure
6,1,Media,Cambodia,3,Southeast & South Asia,exposure
6,1,Media,Malaysia,1,Southeast & South Asia,exposure
6,1,Media,Germany,3,Europe,exposure
6,1,Media,Estonia,0,Europe,exposure
6,1,Media,Czech Republic,3,Europe,exposure
6,1,Media,Bosnia and Herzegovina,0,Europe,exposure
6,1,Media,Poland,1,Europe,exposure
7,1,Media,Taiwan,3,East Asia,exposure
7,1,Media,Australia,4,Pacific,exposure
7,1,Media,New Zealand,3,Pacific,exposure
7,1,Media,Indonesia,1,Southeast & South Asia,exposure
7,1,Media,Singapore,3,Southeast & South Asia,exposure
7,1,Media,Georgia,2,Central Asia & South Caucasus,exposure
7,1,Media,Kyrgyzstan,1,Central Asia & South Caucasus,exposure
7,1,Media,Kazakhstan,4,Central Asia & South Caucasus,exposure
7,1,Media,Armenia,0,Central Asia & South Caucasus,exposure
7,1,Media,Tajikistan,0,Central Asia & South Caucasus,exposure
7,1,Media,Ethiopia,0,Africa,exposure
7,1,Media,Kenya,3,Africa,exposure
7,1,Media,Brazil,0,Latin America,exposure
7,1,Media,Bolívia,0,Latin America,exposure
7,1,Media,Argentina,3,Latin America,exposure
7,1,Media,Uruguay,1,Latin America,exposure
7,1,Media,Paraguay,0,Latin America,exposure
7,1,Media,Chile,3,Latin America,exposure
7,1,Media,Colombia,1,Latin America,exposure
7,1,Media,Mexico,1,Latin America,exposure
7,1,Media,Peru,4,Latin America,exposure
7,1,Media,Venezuela,3,Latin America,exposure
7,1,Media,South Korea,0,East Asia,exposure
7,1,Media,Japan,3,East Asia,exposure
7,1,Media,Vietnam,0,Southeast & South Asia,exposure
7,1,Media,United States,3,North America,exposure
7,1,Media,Canada,4,North America,exposure
7,1,Media,Philippines,3,Southeast & South Asia,exposure
7,1,Media,Thailand,1,Southeast & South Asia,exposure
7,1,Media,Cambodia,3,Southeast & South Asia,exposure
7,1,Media,Malaysia,2,Southeast & South Asia,exposure
7,1,Media,Germany,4,Europe,exposure
7,1,Media,Estonia,0,Europe,exposure
7,1,Media,Czech Republic,1,Europe,exposure
7,1,Media,Bosnia and Herzegovina,1,Europe,exposure
7,1,Media,Poland,0,Europe,exposure
8,1,Media,Taiwan,4,East Asia,exposure
8,1,Media,Australia,2,Pacific,exposure
8,1,Media,New Zealand,3,Pacific,exposure
8,1,Media,Indonesia,2,Southeast & South Asia,exposure
8,1,Media,Singapore,,Southeast & South Asia,exposure
8,1,Media,Georgia,3,Central Asia & South Caucasus,exposure
8,1,Media,Kyrgyzstan,3,Central Asia & South Caucasus,exposure
8,1,Media,Kazakhstan,3,Central Asia & South Caucasus,exposure
8,1,Media,Armenia,0,Central Asia & South Caucasus,exposure
8,1,Media,Tajikistan,1,Central Asia & South Caucasus,exposure
8,1,Media,Ethiopia,0,Africa,exposure
8,1,Media,Kenya,0,Africa,exposure
8,1,Media,Brazil,0,Latin America,exposure
8,1,Media,Bolívia,0,Latin America,exposure
8,1,Media,Argentina,1,Latin America,exposure
8,1,Media,Uruguay,0,Latin America,exposure
8,1,Media,Paraguay,0,Latin America,exposure
8,1,Media,Chile,4,Latin America,exposure
8,1,Media,Colombia,0,Latin America,exposure
8,1,Media,Mexico,1,Latin America,exposure
8,1,Media,Peru,4,Latin America,exposure
8,1,Media,Venezuela,0,Latin America,exposure
8,1,Media,South Korea,1,East Asia,exposure
8,1,Media,Japan,1,East Asia,exposure
8,1,Media,Vietnam,0,Southeast & South Asia,exposure
8,1,Media,United States,3,North America,exposure
8,1,Media,Canada,4,North America,exposure
8,1,Media,Philippines,3,Southeast & South Asia,exposure
8,1,Media,Thailand,0,Southeast & South Asia,exposure
8,1,Media,Cambodia,0,Southeast & South Asia,exposure
8,1,Media,Malaysia,0,Southeast & South Asia,exposure
8,1,Media,Germany,3,Europe,exposure
8,1,Media,Estonia,2,Europe,exposure
8,1,Media,Czech Republic,0,Europe,exposure
8,1,Media,Bosnia and Herzegovina,1,Europe,exposure
8,1,Media,Poland,3,Europe,exposure
9,0,Media,Taiwan,4,East Asia,pressure
9,0,Media,Australia,4,Pacific,pressure
9,0,Media,New Zealand,0,Pacific,pressure
9,0,Media,Indonesia,4,Southeast & South Asia,pressure
9,0,Media,Singapore,4,Southeast & South Asia,pressure
9,0,Media,Georgia,0,Central Asia & South Caucasus,pressure
9,0,Media,Kyrgyzstan,0,Central Asia & South Caucasus,pressure
9,0,Media,Kazakhstan,4,Central Asia & South Caucasus,pressure
9,0,Media,Armenia,0,Central Asia & South Caucasus,pressure
9,0,Media,Tajikistan,0,Central Asia & South Caucasus,pressure
9,0,Media,Ethiopia,0,Africa,pressure
9,0,Media,Kenya,0,Africa,pressure
9,0,Media,Brazil,0,Latin America,pressure
9,0,Media,Bolívia,0,Latin America,pressure
9,0,Media,Argentina,0,Latin America,pressure
9,0,Media,Uruguay,4,Latin America,pressure
9,0,Media,Paraguay,0,Latin America,pressure
9,0,Media,Chile,0,Latin America,pressure
9,0,Media,Colombia,0,Latin America,pressure
9,0,Media,Mexico,0,Latin America,pressure
9,0,Media,Peru,0,Latin America,pressure
9,0,Media,Venezuela,0,Latin America,pressure
9,0,Media,South Korea,0,East Asia,pressure
9,0,Media,Japan,0,East Asia,pressure
9,0,Media,Vietnam,0,Southeast & South Asia,pressure
9,0,Media,United States,4,North America,pressure
9,0,Media,Canada,4,North America,pressure
9,0,Media,Philippines,4,Southeast & South Asia,pressure
9,0,Media,Thailand,4,Southeast & South Asia,pressure
9,0,Media,Cambodia,0,Southeast & South Asia,pressure
9,0,Media,Malaysia,4,Southeast & South Asia,pressure
9,0,Media,Germany,4,Europe,pressure
9,0,Media,Estonia,4,Europe,pressure
9,0,Media,Czech Republic,0,Europe,pressure
9,0,Media,Bosnia and Herzegovina,0,Europe,pressure
9,0,Media,Poland,0,Europe,pressure
10,1,Media,Taiwan,4,East Asia,effect
10,1,Media,Australia,3,Pacific,effect
10,1,Media,New Zealand,3,Pacific,effect
10,1,Media,Indonesia,3,Southeast & South Asia,effect
10,1,Media,Singapore,0,Southeast & South Asia,effect
10,1,Media,Georgia,0,Central Asia & South Caucasus,effect
10,1,Media,Kyrgyzstan,0,Central Asia & South Caucasus,effect
10,1,Media,Kazakhstan,0,Central Asia & South Caucasus,effect
10,1,Media,Armenia,0,Central Asia & South Caucasus,effect
10,1,Media,Tajikistan,0,Central Asia & South Caucasus,effect
10,1,Media,Ethiopia,,Africa,effect
10,1,Media,Kenya,0,Africa,effect
10,1,Media,Brazil,0,Latin America,effect
10,1,Media,Bolívia,0,Latin America,effect
10,1,Media,Argentina,0,Latin America,effect
10,1,Media,Uruguay,1,Latin America,effect
10,1,Media,Paraguay,0,Latin America,effect
10,1,Media,Chile,0,Latin America,effect
10,1,Media,Colombia,0,Latin America,effect
10,1,Media,Mexico,0,Latin America,effect
10,1,Media,Peru,4,Latin America,effect
10,1,Media,Venezuela,0,Latin America,effect
10,1,Media,South Korea,1,East Asia,effect
10,1,Media,Japan,0,East Asia,effect
10,1,Media,Vietnam,,Southeast & South Asia,effect
10,1,Media,United States,3,North America,effect
10,1,Media,Canada,4,North America,effect
10,1,Media,Philippines,3,Southeast & South Asia,effect
10,1,Media,Thailand,2,Southeast & South Asia,effect
10,1,Media,Cambodia,3,Southeast & South Asia,effect
10,1,Media,Malaysia,2,Southeast & South Asia,effect
10,1,Media,Germany,1,Europe,effect
10,1,Media,Estonia,0,Europe,effect
10,1,Media,Czech Republic,0,Europe,effect
10,1,Media,Bosnia and Herzegovina,0,Europe,effect
10,1,Media,Poland,,Europe,effect
11,1,Media,Taiwan,4,East Asia,effect
11,1,Media,Australia,0,Pacific,effect
11,1,Media,New Zealand,0,Pacific,effect
11,1,Media,Indonesia,4,Southeast & South Asia,effect
11,1,Media,Singapore,4,Southeast & South Asia,effect
11,1,Media,Georgia,0,Central Asia & South Caucasus,effect
11,1,Media,Kyrgyzstan,3,Central Asia & South Caucasus,effect
11,1,Media,Kazakhstan,0,Central Asia & South Caucasus,effect
11,1,Media,Armenia,0,Central Asia & South Caucasus,effect
11,1,Media,Tajikistan,1,Central Asia & South Caucasus,effect
11,1,Media,Ethiopia,0,Africa,effect
11,1,Media,Kenya,,Africa,effect
11,1,Media,Brazil,0,Latin America,effect
11,1,Media,Bolívia,0,Latin America,effect
11,1,Media,Argentina,0,Latin America,effect
11,1,Media,Uruguay,1,Latin America,effect
11,1,Media,Paraguay,0,Latin America,effect
11,1,Media,Chile,3,Latin America,effect
11,1,Media,Colombia,0,Latin America,effect
11,1,Media,Mexico,0,Latin America,effect
11,1,Media,Peru,0,Latin America,effect
11,1,Media,Venezuela,3,Latin America,effect
11,1,Media,South Korea,1,East Asia,effect
11,1,Media,Japan,0,East Asia,effect
11,1,Media,Vietnam,3,Southeast & South Asia,effect
11,1,Media,United States,3,North America,effect
11,1,Media,Canada,4,North America,effect
11,1,Media,Philippines,3,Southeast & South Asia,effect
11,1,Media,Thailand,0,Southeast & South Asia,effect
11,1,Media,Cambodia,0,Southeast & South Asia,effect
11,1,Media,Malaysia,1,Southeast & South Asia,effect
11,1,Media,Germany,1,Europe,effect
11,1,Media,Estonia,0,Europe,effect
11,1,Media,Czech Republic,1,Europe,effect
11,1,Media,Bosnia and Herzegovina,0,Europe,effect
11,1,Media,Poland,1,Europe,effect
12,0,Foreign Policy,Taiwan,0,East Asia,exposure
12,0,Foreign Policy,Australia,4,Pacific,exposure
12,0,Foreign Policy,New Zealand,4,Pacific,exposure
12,0,Foreign Policy,Indonesia,0,Southeast & South Asia,exposure
12,0,Foreign Policy,Singapore,0,Southeast & South Asia,exposure
12,0,Foreign Policy,Georgia,4,Central Asia & South Caucasus,exposure
12,0,Foreign Policy,Kyrgyzstan,4,Central Asia & South Caucasus,exposure
12,0,Foreign Policy,Kazakhstan,4,Central Asia & South Caucasus,exposure
12,0,Foreign Policy,Armenia,4,Central Asia & South Caucasus,exposure
12,0,Foreign Policy,Tajikistan,4,Central Asia & South Caucasus,exposure
12,0,Foreign Policy,Ethiopia,0,Africa,exposure
12,0,Foreign Policy,Kenya,4,Africa,exposure
12,0,Foreign Policy,Brazil,4,Latin America,exposure
12,0,Foreign Policy,Bolívia,4,Latin America,exposure
12,0,Foreign Policy,Argentina,4,Latin America,exposure
12,0,Foreign Policy,Uruguay,4,Latin America,exposure
12,0,Foreign Policy,Paraguay,0,Latin America,exposure
12,0,Foreign Policy,Chile,4,Latin America,exposure
12,0,Foreign Policy,Colombia,4,Latin America,exposure
12,0,Foreign Policy,Mexico,4,Latin America,exposure
12,0,Foreign Policy,Peru,4,Latin America,exposure
12,0,Foreign Policy,Venezuela,0,Latin America,exposure
12,0,Foreign Policy,South Korea,4,East Asia,exposure
12,0,Foreign Policy,Japan,4,East Asia,exposure
12,0,Foreign Policy,Vietnam,4,Southeast & South Asia,exposure
12,0,Foreign Policy,United States,0,North America,exposure
12,0,Foreign Policy,Canada,0,North America,exposure
12,0,Foreign Policy,Philippines,0,Southeast & South Asia,exposure
12,0,Foreign Policy,Thailand,4,Southeast & South Asia,exposure
12,0,Foreign Policy,Cambodia,0,Southeast & South Asia,exposure
12,0,Foreign Policy,Malaysia,4,Southeast & South Asia,exposure
12,0,Foreign Policy,Germany,4,Europe,exposure
12,0,Foreign Policy,Estonia,4,Europe,exposure
12,0,Foreign Policy,Czech Republic,0,Europe,exposure
12,0,Foreign Policy,Bosnia and Herzegovina,0,Europe,exposure
12,0,Foreign Policy,Poland,0,Europe,exposure
13,1,Foreign Policy,Taiwan,4,East Asia,exposure
13,1,Foreign Policy,Australia,4,Pacific,exposure
13,1,Foreign Policy,New Zealand,4,Pacific,exposure
13,1,Foreign Policy,Indonesia,4,Southeast & South Asia,exposure
13,1,Foreign Policy,Singapore,4,Southeast & South Asia,exposure
13,1,Foreign Policy,Georgia,4,Central Asia & South Caucasus,exposure
13,1,Foreign Policy,Kyrgyzstan,4,Central Asia & South Caucasus,exposure
13,1,Foreign Policy,Kazakhstan,3,Central Asia & South Caucasus,exposure
13,1,Foreign Policy,Armenia,1,Central Asia & South Caucasus,exposure
13,1,Foreign Policy,Tajikistan,1,Central Asia & South Caucasus,exposure
13,1,Foreign Policy,Ethiopia,0,Africa,exposure
13,1,Foreign Policy,Kenya,3,Africa,exposure
13,1,Foreign Policy,Brazil,4,Latin America,exposure
13,1,Foreign Policy,Bolívia,4,Latin America,exposure
13,1,Foreign Policy,Argentina,3,Latin America,exposure
13,1,Foreign Policy,Uruguay,4,Latin America,exposure
13,1,Foreign Policy,Paraguay,0,Latin America,exposure
13,1,Foreign Policy,Chile,4,Latin America,exposure
13,1,Foreign Policy,Colombia,1,Latin America,exposure
13,1,Foreign Policy,Mexico,3,Latin America,exposure
13,1,Foreign Policy,Peru,4,Latin America,exposure
13,1,Foreign Policy,Venezuela,4,Latin America,exposure
13,1,Foreign Policy,South Korea,4,East Asia,exposure
13,1,Foreign Policy,Japan,4,East Asia,exposure
13,1,Foreign Policy,Vietnam,4,Southeast & South Asia,exposure
13,1,Foreign Policy,United States,4,North America,exposure
13,1,Foreign Policy,Canada,3,North America,exposure
13,1,Foreign Policy,Philippines,4,Southeast & South Asia,exposure
13,1,Foreign Policy,Thailand,4,Southeast & South Asia,exposure
13,1,Foreign Policy,Cambodia,4,Southeast & South Asia,exposure
13,1,Foreign Policy,Malaysia,4,Southeast & South Asia,exposure
13,1,Foreign Policy,Germany,4,Europe,exposure
13,1,Foreign Policy,Estonia,4,Europe,exposure
13,1,Foreign Policy,Czech Republic,4,Europe,exposure
13,1,Foreign Policy,Bosnia and Herzegovina,1,Europe,exposure
13,1,Foreign Policy,Poland,3,Europe,exposure
14,1,Foreign Policy,Taiwan,0,East Asia,pressure
14,1,Foreign Policy,Australia,3,Pacific,pressure
14,1,Foreign Policy,New Zealand,3,Pacific,pressure
14,1,Foreign Policy,Indonesia,2,Southeast & South Asia,pressure
14,1,Foreign Policy,Singapore,4,Southeast & South Asia,pressure
14,1,Foreign Policy,Georgia,0,Central Asia & South Caucasus,pressure
14,1,Foreign Policy,Kyrgyzstan,4,Central Asia & South Caucasus,pressure
14,1,Foreign Policy,Kazakhstan,0,Central Asia & South Caucasus,pressure
14,1,Foreign Policy,Armenia,1,Central Asia & South Caucasus,pressure
14,1,Foreign Policy,Tajikistan,1,Central Asia & South Caucasus,pressure
14,1,Foreign Policy,Ethiopia,3,Africa,pressure
14,1,Foreign Policy,Kenya,3,Africa,pressure
14,1,Foreign Policy,Brazil,1,Latin America,pressure
14,1,Foreign Policy,Bolívia,1,Latin America,pressure
14,1,Foreign Policy,Argentina,1,Latin America,pressure
14,1,Foreign Policy,Uruguay,3,Latin America,pressure
14,1,Foreign Policy,Paraguay,0,Latin America,pressure
14,1,Foreign Policy,Chile,2,Latin America,pressure
14,1,Foreign Policy,Colombia,0,Latin America,pressure
14,1,Foreign Policy,Mexico,3,Latin America,pressure
14,1,Foreign Policy,Peru,4,Latin America,pressure
14,1,Foreign Policy,Venezuela,4,Latin America,pressure
14,1,Foreign Policy,South Korea,0,East Asia,pressure
14,1,Foreign Policy,Japan,,East Asia,pressure
14,1,Foreign Policy,Vietnam,3,Southeast & South Asia,pressure
14,1,Foreign Policy,United States,0,North America,pressure
14,1,Foreign Policy,Canada,0,North America,pressure
14,1,Foreign Policy,Philippines,4,Southeast & South Asia,pressure
14,1,Foreign Policy,Thailand,4,Southeast & South Asia,pressure
14,1,Foreign Policy,Cambodia,4,Southeast & South Asia,pressure
14,1,Foreign Policy,Malaysia,2,Southeast & South Asia,pressure
14,1,Foreign Policy,Germany,0,Europe,pressure
14,1,Foreign Policy,Estonia,,Europe,pressure
14,1,Foreign Policy,Czech Republic,0,Europe,pressure
14,1,Foreign Policy,Bosnia and Herzegovina,0,Europe,pressure
14,1,Foreign Policy,Poland,0,Europe,pressure
15,1,Foreign Policy,Taiwan,1,East Asia,pressure
15,1,Foreign Policy,Australia,1,Pacific,pressure
15,1,Foreign Policy,New Zealand,0,Pacific,pressure
15,1,Foreign Policy,Indonesia,0,Southeast & South Asia,pressure
15,1,Foreign Policy,Singapore,3,Southeast & South Asia,pressure
15,1,Foreign Policy,Georgia,0,Central Asia & South Caucasus,pressure
15,1,Foreign Policy,Kyrgyzstan,0,Central Asia & South Caucasus,pressure
15,1,Foreign Policy,Kazakhstan,0,Central Asia & South Caucasus,pressure
15,1,Foreign Policy,Armenia,0,Central Asia & South Caucasus,pressure
15,1,Foreign Policy,Tajikistan,0,Central Asia & South Caucasus,pressure
15,1,Foreign Policy,Ethiopia,0,Africa,pressure
15,1,Foreign Policy,Kenya,0,Africa,pressure
15,1,Foreign Policy,Brazil,3,Latin America,pressure
15,1,Foreign Policy,Bolívia,3,Latin America,pressure
15,1,Foreign Policy,Argentina,0,Latin America,pressure
15,1,Foreign Policy,Uruguay,3,Latin America,pressure
15,1,Foreign Policy,Paraguay,0,Latin America,pressure
15,1,Foreign Policy,Chile,2,Latin America,pressure
15,1,Foreign Policy,Colombia,0,Latin America,pressure
15,1,Foreign Policy,Mexico,3,Latin America,pressure
15,1,Foreign Policy,Peru,4,Latin America,pressure
